Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
77,10,8,4,3,2,no,yes,no,full stack,database security,no,no,medium,medium,data engineering,security,higherstudies,Sales and Marketing,yes,yes,Mystery,Work,gentle,salary,hard worker,yes,Stock Investor
87,7,2,2,1,3,no,no,yes,r programming,data science,yes,yes,poor,poor,data engineering,Business process analyst,job,SAaS services,no,yes,Encyclopedias,Work,stubborn,salary,smart worker,no,Banker
93,11,6,1,2,8,yes,yes,yes,hadoop,web technologies,yes,yes,excellent,excellent,networks,system developer,higherstudies,BPA,no,yes,Fantasy,salary,gentle,salary,hard worker,no,Banker
79,7,9,6,1,5,yes,yes,yes,hadoop,testing,yes,no,poor,excellent,Management,developer,higherstudies,Sales and Marketing,yes,yes,Science,Work,stubborn,salary,smart worker,yes,Business Owner
71,12,9,1,1,9,no,yes,no,hadoop,database security,yes,yes,medium,medium,Software Engineering,testing,job,Service Based,yes,no,Satire,salary,gentle,salary,smart worker,no,Business Owner
85,11,5,0,7,8,no,yes,yes,r programming,web technologies,yes,yes,excellent,excellent,data engineering,Business process analyst,higherstudies,SAaS services,yes,yes,Comics,Work,gentle,salary,hard worker,no,Game Developer
70,4,1,5,5,3,yes,no,no,information security,database security,no,no,excellent,medium,Management,developer,higherstudies,Testing and Maintainance Services,yes,yes,Health,salary,stubborn,work,hard worker,yes,Accountant
74,4,5,5,4,3,yes,yes,no,shell programming,database security,yes,yes,excellent,poor,data engineering,Business process analyst,job,Product based,yes,no,History,salary,gentle,salary,hard worker,yes,Stock Investor
76,6,4,6,2,3,yes,yes,no,app development,cloud computing,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,Web Services,yes,yes,Satire,salary,gentle,salary,smart worker,yes,Business Owner
62,8,2,3,4,2,yes,no,yes,machine learning,database security,no,yes,poor,excellent,cloud computing,security,higherstudies,Service Based,no,no,Prayer books,salary,stubborn,work,smart worker,no,Lawyer
67,12,4,2,5,1,no,no,no,r programming,testing,no,no,medium,medium,IOT,system developer,job,Testing and Maintainance Services,no,no,Journals,Work,gentle,work,hard worker,yes,Accountant
80,9,2,5,8,3,no,yes,yes,machine learning,web technologies,yes,no,excellent,medium,IOT,testing,higherstudies,BPA,no,no,Cookbooks,Work,stubborn,work,smart worker,yes,Doctor
87,10,9,4,9,5,yes,yes,yes,shell programming,data science,yes,yes,poor,poor,data engineering,Business process analyst,job,Web Services,yes,yes,Series,Work,gentle,salary,hard worker,yes,Scientist
82,11,4,5,2,3,yes,yes,no,full stack,game development,yes,yes,poor,medium,Management,developer,higherstudies,Sales and Marketing,yes,yes,Horror,Work,gentle,salary,smart worker,no,Stock Investor
83,7,2,5,8,1,no,yes,no,information security,data science,no,no,medium,excellent,Software Engineering,security,higherstudies,SAaS services,no,no,Comics,Work,stubborn,salary,hard worker,yes,Game Developer
70,4,2,4,4,4,yes,no,no,r programming,testing,yes,yes,poor,medium,Computer Architecture,testing,higherstudies,product development,no,yes,Diaries,salary,gentle,salary,smart worker,yes,Software Engineer
83,11,3,6,3,6,no,yes,no,full stack,hacking,yes,no,poor,excellent,cloud computing,cloud computing,higherstudies,Service Based,yes,yes,Encyclopedias,salary,gentle,salary,smart worker,yes,Stock Investor
83,10,9,6,4,5,no,yes,no,distro making,game development,yes,no,excellent,excellent,IOT,Business process analyst,job,SAaS services,yes,no,Self help,Work,gentle,salary,hard worker,yes,Scientist
87,8,9,5,7,2,yes,no,yes,information security,hacking,yes,no,medium,excellent,cloud computing,cloud computing,job,BPA,no,no,Mystery,salary,stubborn,salary,smart worker,no,Banker
63,5,1,2,1,5,no,no,yes,distro making,testing,yes,no,poor,poor,parallel computing,testing,job,Service Based,yes,yes,Self help,salary,stubborn,work,hard worker,yes,Lawyer
79,4,2,3,6,7,yes,no,no,hadoop,system designing,no,no,poor,medium,programming,cloud computing,higherstudies,Web Services,no,no,Childrens,salary,gentle,salary,hard worker,no,Doctor
80,7,1,1,6,2,no,yes,no,distro making,data science,no,no,excellent,excellent,Computer Architecture,cloud computing,job,Web Services,yes,no,Math,Work,gentle,work,smart worker,yes,Stock Investor
82,5,4,6,4,9,no,yes,yes,machine learning,data science,no,yes,medium,medium,cloud computing,security,job,Service Based,no,yes,Encyclopedias,Work,stubborn,salary,smart worker,no,Stock Investor
75,6,4,5,3,3,no,no,yes,r programming,web technologies,yes,no,excellent,poor,parallel computing,Business process analyst,job,Product based,no,yes,Biographies,Work,gentle,salary,hard worker,yes,Doctor
65,5,7,2,6,6,no,no,no,machine learning,data science,no,yes,poor,medium,Management,system developer,job,BPA,yes,no,Math,salary,gentle,salary,hard worker,no,Accountant
83,8,5,4,5,4,yes,yes,yes,information security,database security,yes,no,medium,medium,hacking,developer,job,Cloud Services,no,yes,Horror,salary,stubborn,work,smart worker,no,Stock Investor
73,8,3,6,4,7,no,no,yes,hadoop,database security,yes,yes,medium,poor,parallel computing,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Horror,Work,gentle,work,smart worker,no,Stock Investor
86,10,7,5,2,6,yes,yes,no,app development,game development,yes,no,excellent,medium,Computer Architecture,Business process analyst,higherstudies,BPA,yes,yes,Diaries,Work,stubborn,salary,hard worker,no,Game Developer
79,9,7,5,4,9,yes,yes,yes,python,web technologies,yes,yes,medium,excellent,IOT,cloud computing,higherstudies,Finance,no,no,Math,salary,gentle,salary,smart worker,yes,Stock Investor
87,4,9,6,1,3,no,yes,no,r programming,system designing,no,no,medium,poor,networks,Business process analyst,job,Product based,no,yes,Travel,Work,gentle,salary,hard worker,yes,Scientist
70,12,7,1,6,3,yes,no,yes,hadoop,game development,yes,yes,medium,medium,IOT,system developer,higherstudies,Cloud Services,yes,no,Science fiction,Work,stubborn,salary,hard worker,no,Lawyer
74,6,8,1,8,8,yes,yes,no,shell programming,testing,yes,yes,medium,poor,hacking,cloud computing,higherstudies,SAaS services,yes,yes,Journals,salary,gentle,work,smart worker,yes,Stock Investor
67,12,4,2,6,2,no,yes,yes,distro making,database security,no,yes,poor,poor,hacking,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Horror,Work,gentle,work,hard worker,yes,Accountant
89,9,3,6,1,4,no,no,yes,python,database security,yes,no,excellent,poor,networks,testing,job,Testing and Maintainance Services,no,no,Satire,Work,stubborn,work,smart worker,no,Scientist
74,7,6,5,5,7,no,yes,no,shell programming,hacking,yes,yes,poor,poor,Management,security,job,product development,no,no,Series,salary,stubborn,salary,smart worker,yes,Business Owner
75,11,4,1,4,5,no,yes,no,machine learning,web technologies,no,no,excellent,poor,IOT,developer,higherstudies,product development,no,no,Comics,Work,stubborn,salary,smart worker,yes,Doctor
87,8,6,2,2,1,no,yes,no,r programming,data science,no,yes,medium,poor,networks,security,higherstudies,BPA,yes,yes,Autobiographies,salary,gentle,work,smart worker,yes,Game Developer
61,12,6,6,7,8,no,no,yes,shell programming,game development,no,no,excellent,poor,programming,Business process analyst,higherstudies,Web Services,no,yes,Guide,Work,gentle,salary,smart worker,no,Accountant
80,6,7,2,3,7,no,no,no,information security,testing,yes,yes,medium,excellent,cloud computing,security,job,Finance,no,yes,Religion-Spirituality,Work,stubborn,work,hard worker,no,Business Owner
75,9,9,0,7,7,no,yes,no,full stack,testing,no,no,excellent,poor,data engineering,system developer,higherstudies,product development,no,no,Horror,Work,gentle,work,smart worker,yes,Stock Investor
60,8,8,4,2,6,yes,yes,no,information security,cloud computing,no,yes,poor,excellent,data engineering,Business process analyst,job,BPA,no,yes,Cookbooks,Work,gentle,salary,hard worker,yes,Software Engineer
65,9,4,1,9,9,yes,no,no,distro making,system designing,no,no,poor,poor,hacking,security,higherstudies,Web Services,no,yes,Journals,Work,stubborn,work,smart worker,yes,Accountant
67,5,8,6,7,8,yes,no,no,information security,hacking,no,yes,excellent,poor,parallel computing,Business process analyst,job,Testing and Maintainance Services,no,no,Journals,salary,gentle,work,hard worker,no,Accountant
94,9,5,1,4,1,yes,no,yes,hadoop,data science,yes,yes,medium,medium,programming,Business process analyst,higherstudies,BPA,no,yes,Health,Work,stubborn,salary,hard worker,yes,Banker
68,11,7,5,9,7,yes,no,yes,information security,testing,no,yes,medium,poor,hacking,cloud computing,job,Finance,yes,yes,Romance,salary,gentle,work,hard worker,no,Lawyer
90,7,6,1,6,1,yes,no,no,distro making,data science,no,yes,medium,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Anthology,Work,stubborn,salary,smart worker,yes,Game Developer
70,8,8,2,8,2,yes,yes,yes,hadoop,web technologies,no,no,medium,poor,Software Engineering,security,higherstudies,BPA,no,yes,Cookbooks,salary,stubborn,work,hard worker,no,Software Engineer
62,4,1,1,6,4,yes,no,no,machine learning,web technologies,no,no,medium,poor,Software Engineering,developer,job,Service Based,yes,no,Poetry,salary,gentle,work,smart worker,no,Lawyer
72,4,1,3,3,2,yes,yes,yes,machine learning,data science,yes,yes,excellent,medium,data engineering,developer,job,Sales and Marketing,no,yes,Dictionaries,Work,stubborn,salary,smart worker,no,Doctor
77,8,3,5,8,9,no,yes,yes,full stack,game development,no,no,excellent,excellent,cloud computing,system developer,job,Cloud Services,no,yes,Self help,Work,stubborn,work,hard worker,no,Business Owner
68,12,6,6,9,9,yes,no,yes,machine learning,cloud computing,no,yes,medium,medium,Management,security,higherstudies,Finance,no,yes,History,Work,gentle,salary,smart worker,yes,Accountant
68,11,3,0,4,1,no,no,no,information security,testing,yes,yes,medium,poor,networks,security,job,Sales and Marketing,yes,yes,Trilogy,Work,stubborn,salary,hard worker,no,Lawyer
80,5,1,6,1,3,no,no,yes,information security,testing,no,no,medium,excellent,hacking,security,job,Cloud Services,yes,no,Health,Work,stubborn,salary,hard worker,no,Stock Investor
83,10,6,2,4,2,yes,no,no,distro making,cloud computing,no,yes,poor,medium,cloud computing,testing,higherstudies,BPA,no,no,Biographies,Work,gentle,work,smart worker,yes,Game Developer
78,6,5,2,7,7,yes,no,yes,python,database security,yes,yes,poor,excellent,parallel computing,Business process analyst,higherstudies,Web Services,no,yes,Poetry,Work,gentle,work,smart worker,no,Stock Investor
77,8,5,0,9,8,no,no,yes,machine learning,system designing,yes,yes,excellent,poor,parallel computing,system developer,job,Cloud Services,yes,no,Trilogy,salary,gentle,work,smart worker,no,Business Owner
72,5,9,4,4,8,yes,no,yes,hadoop,hacking,no,yes,medium,poor,Management,system developer,higherstudies,SAaS services,yes,no,Art,Work,stubborn,work,hard worker,yes,Doctor
87,6,8,6,3,9,yes,no,yes,machine learning,data science,yes,no,excellent,poor,Software Engineering,cloud computing,job,BPA,yes,yes,Diaries,Work,gentle,salary,smart worker,no,Game Developer
78,12,6,1,5,8,yes,no,yes,r programming,data science,yes,yes,medium,excellent,Software Engineering,security,higherstudies,Product based,no,yes,Guide,Work,stubborn,salary,hard worker,yes,Stock Investor
80,5,3,1,4,4,no,yes,yes,r programming,cloud computing,yes,yes,medium,poor,Software Engineering,cloud computing,job,Product based,no,no,Fantasy,Work,gentle,work,smart worker,yes,Stock Investor
90,5,9,0,3,8,no,yes,no,hadoop,system designing,yes,no,poor,poor,IOT,developer,job,Product based,yes,no,Encyclopedias,salary,stubborn,salary,smart worker,no,Banker
68,12,3,4,9,3,no,yes,no,full stack,data science,no,no,poor,medium,cloud computing,developer,higherstudies,SAaS services,yes,yes,Action and Adventure,Work,gentle,salary,hard worker,yes,Software Engineer
93,5,7,0,6,5,no,no,yes,python,testing,yes,yes,excellent,poor,Management,cloud computing,job,Product based,yes,yes,Horror,salary,stubborn,work,smart worker,no,Banker
66,10,7,5,1,6,no,yes,no,hadoop,hacking,yes,yes,poor,excellent,programming,Business process analyst,higherstudies,BPA,no,yes,Health,Work,stubborn,salary,smart worker,yes,Accountant
61,8,6,3,4,7,yes,no,yes,app development,testing,no,no,excellent,poor,networks,system developer,higherstudies,Web Services,yes,yes,Horror,salary,stubborn,salary,hard worker,yes,Accountant
67,11,7,6,9,2,no,no,yes,hadoop,system designing,yes,yes,poor,excellent,Computer Architecture,testing,job,Web Services,yes,no,Science,Work,stubborn,work,smart worker,no,Lawyer
67,11,4,0,5,7,yes,no,yes,app development,system designing,no,yes,excellent,excellent,Software Engineering,Business process analyst,job,Service Based,yes,yes,Health,salary,stubborn,work,smart worker,no,Accountant
90,12,8,4,7,4,yes,yes,yes,python,web technologies,yes,yes,excellent,excellent,programming,Business process analyst,job,Cloud Services,yes,no,Dictionaries,Work,stubborn,work,smart worker,yes,Game Developer
76,10,5,3,3,2,no,yes,yes,full stack,cloud computing,no,no,excellent,poor,IOT,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Art,Work,gentle,work,hard worker,yes,Doctor
93,7,9,2,2,2,yes,yes,no,python,game development,yes,no,poor,excellent,IOT,Business process analyst,higherstudies,product development,yes,yes,Anthology,salary,stubborn,salary,hard worker,no,Game Developer
92,12,6,6,5,9,yes,no,yes,python,data science,no,no,excellent,poor,Software Engineering,developer,higherstudies,Finance,yes,no,Science fiction,Work,stubborn,work,hard worker,yes,Scientist
67,6,3,2,5,3,yes,yes,yes,full stack,hacking,yes,yes,excellent,poor,cloud computing,security,higherstudies,Cloud Services,yes,yes,Prayer books,salary,gentle,salary,hard worker,no,Lawyer
67,5,4,6,5,4,yes,yes,yes,app development,testing,no,yes,medium,medium,Management,developer,job,Service Based,yes,no,Diaries,salary,stubborn,work,hard worker,yes,Software Engineer
67,6,1,5,2,3,no,yes,yes,shell programming,cloud computing,no,no,poor,excellent,Software Engineering,testing,job,BPA,yes,yes,Anthology,Work,stubborn,work,hard worker,yes,Software Engineer
73,12,4,2,5,8,no,no,no,machine learning,data science,no,no,poor,poor,parallel computing,Business process analyst,higherstudies,Web Services,no,yes,Biographies,salary,gentle,salary,hard worker,no,Doctor
87,4,2,2,6,1,no,yes,no,hadoop,cloud computing,no,no,poor,medium,programming,system developer,higherstudies,Product based,yes,no,Biographies,Work,gentle,work,smart worker,yes,Game Developer
89,7,7,4,5,1,yes,no,no,shell programming,web technologies,no,yes,medium,excellent,Management,developer,job,Sales and Marketing,no,no,Health,Work,stubborn,salary,smart worker,no,Banker
76,7,2,6,7,6,yes,no,no,information security,testing,yes,yes,excellent,excellent,programming,testing,job,SAaS services,yes,yes,Autobiographies,Work,gentle,salary,hard worker,yes,Doctor
92,11,2,4,9,5,yes,no,no,information security,cloud computing,yes,no,poor,excellent,Software Engineering,cloud computing,job,Product based,no,no,Horror,salary,stubborn,work,smart worker,yes,Banker
73,8,3,5,5,1,no,yes,no,app development,game development,yes,no,excellent,excellent,parallel computing,Business process analyst,job,Web Services,yes,yes,Cookbooks,salary,stubborn,work,smart worker,no,Doctor
87,9,8,5,9,8,no,no,no,information security,hacking,yes,yes,excellent,medium,networks,testing,higherstudies,Cloud Services,no,yes,Cookbooks,salary,stubborn,work,smart worker,yes,Game Developer
81,9,1,4,6,1,no,yes,yes,information security,web technologies,yes,yes,excellent,medium,Software Engineering,Business process analyst,job,BPA,yes,yes,Anthology,Work,stubborn,work,hard worker,no,Doctor
80,11,5,6,6,2,yes,no,yes,full stack,system designing,yes,no,medium,excellent,data engineering,cloud computing,job,BPA,no,no,Childrens,Work,stubborn,work,hard worker,yes,Doctor
85,9,6,0,1,5,no,no,yes,shell programming,database security,yes,no,medium,excellent,data engineering,testing,higherstudies,Cloud Services,yes,yes,Trilogy,salary,gentle,salary,hard worker,yes,Scientist
78,4,5,6,7,8,yes,yes,yes,full stack,testing,yes,yes,poor,poor,parallel computing,security,higherstudies,BPA,no,yes,Science fiction,Work,gentle,salary,smart worker,yes,Business Owner
