Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability,Extra-courses did,certifications,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
81,9,4,5,3,9,no,yes,Certified SolidWorks Associate (CSWA),yes,Fieldwork,excellent,poor,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,no,no,Biographies,salary,stubborn,work,smart worker,no,Engineer
89,10,2,2,6,4,no,no,Sports First Aid Certification,yes,RemoteWork,poor,poor,Sports Management and Administration,Sports Medicine and Athletic Training,job,no,no,Biographies,salary,gentle,salary,hard worker,yes,Sports person
91,4,4,5,3,3,yes,no,Certified Fitness Trainer (CFT),yes,Fieldwork,medium,excellent,Sports Management and Administration,Sports Medicine and Athletic Training,job,yes,yes,Biographies,salary,stubborn,salary,hard worker,yes,Sports person
89,11,3,5,8,5,no,no,Diploma in Accounting,yes,RemoteWork,excellent,poor,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,no,yes,History,Work,gentle,salary,smart worker,no,Accountant
76,9,5,6,1,4,no,yes,Coursera: Introduction to Law,no,OfficeBased,excellent,poor,Constitutional Law,Litigation,higherstudies,no,yes,Art,Work,stubborn,work,smart worker,no,Lawyer
61,12,8,1,9,7,yes,no,Unity Certified User,no,OfficeBased,excellent,poor,Unity in Action,Game Design,higherstudies,no,yes,Self help,salary,stubborn,salary,smart worker,no,Game Developer
88,5,2,0,1,1,yes,yes,Diploma in Accounting,no,Fieldwork,poor,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,no,Fantasy,Work,gentle,work,smart worker,no,Accountant
65,11,9,5,7,6,yes,yes,Diploma in Pharmaceutical Sciences,no,Fieldwork,medium,poor,Pharmacology,Pharmaceutical Research and Development,higherstudies,no,yes,Health,salary,gentle,salary,smart worker,yes,Pharmacy
81,11,9,4,7,6,no,yes,Certified SolidWorks Associate (CSWA),no,Fieldwork,medium,medium,Mathematics and Applied Mathematics,Artificial Intelligence and Machine Learning,job,yes,yes,Art,salary,gentle,work,hard worker,yes,Engineer
79,6,6,0,9,4,no,yes,Coursera: Introduction to Digital Marketing,yes,RemoteWork,poor,excellent,Entertainment Business and Management,Music Industry Management,higherstudies,yes,yes,Horror,salary,stubborn,salary,hard worker,yes,Entertainment industry
77,9,4,6,7,3,no,no,Investopedia: Stock Market Investing Course,no,RemoteWork,poor,poor,Financial Statement Analysis,Portfolio Management,higherstudies,no,no,History,salary,gentle,work,hard worker,no,Stock Investor
80,12,5,6,9,6,no,yes,Certificate in Business Administration,yes,RemoteWork,medium,poor,The Lean Startup,Entrepreneurship and Startup Management,job,no,no,Dictionaries,salary,stubborn,salary,hard worker,no,MBA
94,12,1,4,3,9,yes,no,Certified Fitness Trainer (CFT),yes,OfficeBased,excellent,medium,Sports Management and Administration,Sports Medicine and Athletic Training,job,yes,no,Cookbooks,Work,gentle,salary,smart worker,no,Sports person
67,5,2,3,9,5,no,no,Certificate in Banking and Finance,yes,Fieldwork,excellent,medium,Corporate Finance,Investment Banking,higherstudies,yes,no,Anthology,Work,stubborn,work,hard worker,no,Banker
61,10,7,1,8,7,yes,no,Pharmacy Technician Certification (CPhT),no,OfficeBased,poor,excellent,Pharmacology,Pharmaceutical Research and Development,job,no,yes,Encyclopedias,Work,gentle,work,smart worker,yes,Pharmacy
93,10,6,5,2,5,yes,no,Certified Fitness Trainer (CFT),yes,Fieldwork,excellent,medium,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,yes,no,Comics,Work,gentle,work,hard worker,no,Sports person
82,6,6,5,5,9,no,no,Certificate in Media Production,no,Fieldwork,medium,poor,Entertainment Business and Management,Music Industry Management,higherstudies,no,no,Religion-Spirituality,Work,gentle,work,smart worker,no,Entertainment industry
87,7,8,3,5,2,yes,yes,Diploma in Accounting,yes,RemoteWork,excellent,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,no,yes,Encyclopedias,Work,gentle,work,smart worker,no,Accountant
77,9,4,4,2,2,no,yes,National Board Certification (NBC),no,Fieldwork,poor,excellent,Curriculum Development and Instructional Design,Educational Technology Specialist,higherstudies,no,no,Romance,salary,stubborn,salary,hard worker,no,Teacher
74,10,1,2,3,6,no,yes,Certificate in Financial Markets,yes,RemoteWork,poor,medium,The Intelligent Investor,Portfolio Management,job,no,yes,Math,salary,stubborn,work,hard worker,no,Stock Investor
86,4,2,3,9,3,no,yes,Sports First Aid Certification,yes,Fieldwork,poor,poor,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,no,no,Cookbooks,salary,gentle,work,smart worker,no,Sports person
72,7,1,0,3,2,no,no,Coursera: Introduction to Law,yes,Fieldwork,poor,poor,Constitutional Law,Litigation,higherstudies,no,yes,Childrens,salary,gentle,work,smart worker,no,Lawyer
64,7,6,6,9,9,yes,yes,Diploma in Pharmaceutical Sciences,no,OfficeBased,poor,medium,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,no,yes,Journals,salary,gentle,salary,smart worker,no,Pharmacy
75,12,1,6,9,5,yes,no,Certified Nursing Assistant (CNA),yes,Fieldwork,medium,medium,Human Anatomy and Physiology,Public Health,higherstudies,yes,no,Series,Work,stubborn,salary,hard worker,no,Doctor
91,7,3,1,6,9,yes,yes,Certified Accounting Technician (CAT),yes,Fieldwork,poor,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,no,Horror,salary,gentle,salary,smart worker,no,Accountant
87,11,8,5,7,4,no,yes,Certified Fitness Trainer (CFT),no,OfficeBased,poor,medium,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,yes,yes,Art,Work,gentle,work,hard worker,yes,Sports person
78,5,8,6,2,7,no,yes,National Board Certification (NBC),no,RemoteWork,excellent,excellent,Curriculum Development and Instructional Design,Educational Technology Specialist,job,yes,yes,Romance,Work,stubborn,salary,smart worker,yes,Teacher
79,8,2,4,9,7,yes,no,Coursera: Foundations of Business Strategy,no,Fieldwork,poor,poor,The Lean Startup,Management Consulting,job,no,yes,Health,Work,gentle,work,hard worker,yes,MBA
81,10,8,6,1,3,yes,no,Certificate in Media Production,no,RemoteWork,poor,excellent,Entertainment Business and Management,Film and Television Production,job,no,no,Religion-Spirituality,salary,gentle,salary,hard worker,yes,Entertainment industry
91,4,4,6,1,5,yes,no,Sports First Aid Certification,no,OfficeBased,medium,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,yes,no,Biographies,salary,stubborn,salary,hard worker,no,Sports person
79,8,2,4,7,8,yes,no,Teaching Certificate/License,yes,OfficeBased,excellent,medium,Educational Psychology,Education Policy and Advocacy,job,yes,no,Trilogy,salary,stubborn,salary,hard worker,no,Teacher
66,8,5,1,8,2,yes,yes,Certificate in Banking and Finance,no,RemoteWork,poor,medium,Corporate Finance,Private Wealth Management,higherstudies,yes,yes,Autobiographies,Work,gentle,salary,smart worker,yes,Banker
63,11,6,3,5,2,no,yes,Associate Chartered Banker (ACIB),yes,OfficeBased,medium,poor,Financial Markets,Private Wealth Management,higherstudies,no,no,Dictionaries,salary,gentle,work,hard worker,no,Banker
90,12,9,0,7,1,yes,no,Diploma in Accounting,no,RemoteWork,excellent,medium,Forensic Accounting,International Taxation and Compliance,job,no,no,Horror,salary,gentle,salary,smart worker,yes,Accountant
79,10,3,3,5,1,no,yes,Coursera: Foundations of Business Strategy,yes,Fieldwork,medium,medium,The Lean Startup,Entrepreneurship and Startup Management,higherstudies,yes,no,Fantasy,Work,gentle,work,smart worker,no,MBA
90,9,2,6,5,8,yes,yes,Certified Accounting Technician (CAT),yes,Fieldwork,excellent,excellent,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,yes,yes,Drama,Work,stubborn,work,hard worker,yes,Accountant
60,8,1,6,7,5,no,no,Certificate in Banking and Finance,no,Fieldwork,excellent,poor,Financial Markets,Investment Banking,higherstudies,yes,yes,Anthology,Work,stubborn,work,hard worker,no,Banker
87,5,3,1,7,8,no,yes,Certificate in Media Production,no,Fieldwork,poor,poor,Entertainment Business and Management,Music Industry Management,job,yes,yes,Poetry,Work,stubborn,salary,smart worker,no,Entertainment industry
83,7,5,6,8,2,yes,no,Certified SolidWorks Associate (CSWA),no,OfficeBased,poor,poor,Physics and Mechanics,Product Engineer,higherstudies,no,yes,Autobiographies,Work,stubborn,salary,hard worker,no,Engineer
75,6,5,4,8,6,no,no,Investopedia: Stock Market Investing Course,yes,Fieldwork,poor,excellent,Financial Statement Analysis,Financial Analysis,higherstudies,yes,yes,Mystery,Work,gentle,salary,smart worker,yes,Stock Investor
63,10,6,3,5,7,yes,no,Associate Chartered Banker (ACIB),no,RemoteWork,poor,medium,Corporate Finance,Private Wealth Management,job,yes,yes,Autobiographies,Work,stubborn,work,hard worker,yes,Banker
90,9,1,4,3,9,yes,yes,Certified Accounting Technician (CAT),no,RemoteWork,poor,poor,Financial Analytics and Data Visualization,International Taxation and Compliance,job,no,no,Poetry,salary,stubborn,work,hard worker,yes,Accountant
60,12,8,4,9,6,yes,no,Associate Chartered Banker (ACIB),no,RemoteWork,excellent,poor,Corporate Finance,Investment Banking,higherstudies,yes,yes,Art,Work,gentle,work,smart worker,yes,Banker
84,5,4,6,6,7,no,no,Teaching Certificate/License,yes,Fieldwork,excellent,excellent,Educational Psychology,Educational Technology Specialist,job,yes,no,Science,salary,stubborn,work,hard worker,yes,Teacher
88,5,2,3,5,2,no,yes,Certified Fitness Trainer (CFT),yes,RemoteWork,excellent,excellent,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,job,no,no,Dictionaries,Work,gentle,work,smart worker,no,Sports person
86,9,5,5,6,2,no,no,Certified Fitness Trainer (CFT),no,RemoteWork,poor,excellent,Sports Management and Administration,Sports Marketing and Sponsorship,job,yes,yes,Childrens,salary,stubborn,work,hard worker,yes,Sports person
79,5,3,0,4,4,yes,no,Certificate in Business Administration,yes,RemoteWork,excellent,excellent,The Lean Startup,Management Consulting,job,no,yes,Diaries,Work,gentle,salary,smart worker,no,MBA
70,9,3,6,3,7,yes,yes,First Aid and CPR Certification,yes,RemoteWork,excellent,excellent,Medical Ethics and Professionalism,Public Health,job,yes,no,Religion-Spirituality,salary,stubborn,salary,hard worker,yes,Doctor
86,5,3,0,4,8,yes,no,Certificate in Media Production,yes,OfficeBased,poor,medium,Media Studies and Communication,Music Industry Management,higherstudies,no,no,Poetry,salary,stubborn,salary,hard worker,no,Entertainment industry
87,4,9,6,1,5,yes,yes,Coursera: Introduction to Research Methods,no,Fieldwork,medium,poor,Lab Girl,Research and Development,job,yes,no,Series,Work,stubborn,salary,smart worker,no,Scientist
67,7,6,6,1,3,yes,yes,Diploma in Pharmaceutical Sciences,no,RemoteWork,excellent,medium,Pharmacology,Pharmaceutical Research and Development,job,no,yes,Drama,salary,stubborn,work,smart worker,yes,Pharmacy
88,10,7,1,6,3,no,yes,Coursera: Introduction to Research Methods,yes,OfficeBased,medium,medium,The Structure of Scientific Revolutions,Academic Research and Teaching,job,yes,yes,Series,salary,gentle,work,hard worker,yes,Scientist
70,5,7,0,6,9,yes,no,Coursera: Introduction to Law,no,RemoteWork,medium,poor,Constitutional Law,Corporate Law,higherstudies,no,yes,Autobiographies,Work,stubborn,work,smart worker,yes,Lawyer
70,9,7,1,5,8,yes,no,Certificate in Legal Studies,yes,RemoteWork,medium,medium,Constitutional Law,Corporate Law,job,yes,yes,Childrens,Work,stubborn,work,hard worker,no,Lawyer
83,7,5,4,2,2,no,yes,Certificate in Media Production,yes,OfficeBased,poor,medium,Entertainment Business and Management,Film and Television Production,job,no,no,Poetry,salary,gentle,work,smart worker,yes,Entertainment industry
85,7,8,5,4,9,no,yes,Certificate in Business Administration,yes,OfficeBased,excellent,poor,The Lean Startup,Management Consulting,job,no,yes,Guide,Work,gentle,work,hard worker,no,MBA
71,4,4,2,2,1,yes,yes,Certificate in Legal Studies,yes,Fieldwork,medium,poor,Legal Research and Writing,Corporate Law,higherstudies,no,yes,Childrens,Work,gentle,salary,hard worker,yes,Lawyer
85,11,2,6,3,1,yes,yes,Certificate in Business Administration,no,Fieldwork,medium,medium,The Lean Startup,Management Consulting,higherstudies,no,no,Health,Work,stubborn,salary,hard worker,yes,MBA
70,9,9,4,4,4,yes,no,Coursera: Introduction to Law,yes,Fieldwork,poor,medium,Constitutional Law,Corporate Law,higherstudies,no,no,Biographies,Work,stubborn,work,hard worker,yes,Lawyer
88,12,1,5,7,4,no,yes,Certified Fitness Trainer (CFT),yes,OfficeBased,medium,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,yes,no,Action and Adventure,salary,gentle,work,hard worker,yes,Sports person
84,12,7,4,9,6,no,yes,Certified SolidWorks Associate (CSWA),yes,Fieldwork,excellent,poor,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,no,no,Action and Adventure,salary,stubborn,salary,hard worker,no,Engineer
87,6,4,1,3,6,yes,no,Sports First Aid Certification,no,RemoteWork,medium,medium,Sports Management and Administration,Sports Medicine and Athletic Training,job,no,no,Diaries,salary,gentle,salary,hard worker,yes,Sports person
76,12,9,6,1,1,no,no,Certificate in Financial Markets,no,Fieldwork,poor,medium,The Intelligent Investor,Portfolio Management,higherstudies,yes,yes,Guide,Work,gentle,salary,hard worker,no,Stock Investor
77,11,1,3,5,6,yes,no,Certificate in Financial Markets,yes,OfficeBased,poor,poor,The Intelligent Investor,Portfolio Management,job,yes,no,History,Work,stubborn,salary,smart worker,no,Stock Investor
93,5,1,5,5,9,no,yes,Certified Fitness Trainer (CFT),yes,RemoteWork,poor,medium,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,yes,no,Action and Adventure,Work,gentle,work,hard worker,yes,Sports person
76,7,8,5,1,5,yes,no,Certificate in Legal Studies,no,Fieldwork,excellent,poor,Constitutional Law,Litigation,job,yes,no,Biographies,Work,stubborn,salary,smart worker,yes,Lawyer
79,4,2,2,1,9,no,yes,Certified SolidWorks Associate (CSWA),yes,OfficeBased,excellent,poor,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,no,yes,Comics,Work,gentle,salary,hard worker,no,Engineer
91,8,5,2,9,7,yes,no,Sports First Aid Certification,no,RemoteWork,excellent,excellent,Sports Management and Administration,Sports Marketing and Sponsorship,job,yes,no,Cookbooks,Work,stubborn,salary,smart worker,yes,Sports person
73,11,7,4,6,6,yes,no,Certified Nursing Assistant (CNA),yes,RemoteWork,excellent,poor,Human Anatomy and Physiology,Public Health,higherstudies,yes,yes,Self help,Work,stubborn,work,smart worker,yes,Doctor
78,11,8,2,7,5,no,yes,National Board Certification (NBC),no,Fieldwork,excellent,excellent,Educational Psychology,Educational Technology Specialist,job,yes,no,Science,Work,gentle,salary,hard worker,no,Teacher
61,4,2,0,9,7,yes,yes,Pharmacy Technician Certification (CPhT),no,OfficeBased,excellent,excellent,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,yes,yes,Horror,salary,gentle,work,smart worker,yes,Pharmacy
93,9,8,0,9,8,yes,yes,Certified Accounting Technician (CAT),yes,Fieldwork,medium,excellent,Financial Analytics and Data Visualization,International Taxation and Compliance,job,yes,yes,Journals,Work,stubborn,salary,smart worker,no,Accountant
80,9,2,6,6,1,yes,yes,National Board Certification (NBC),no,OfficeBased,poor,poor,Curriculum Development and Instructional Design,Educational Technology Specialist,job,no,yes,Self help,salary,gentle,work,smart worker,yes,Teacher
68,5,6,4,8,7,yes,yes,Pharmacy Technician Certification (CPhT),no,Fieldwork,medium,poor,Pharmaceutical Chemistry,Pharmaceutical Research and Development,job,no,yes,Encyclopedias,salary,stubborn,salary,smart worker,no,Pharmacy
71,12,5,3,1,8,no,yes,First Aid and CPR Certification,no,OfficeBased,medium,excellent,Human Anatomy and Physiology,Public Health,higherstudies,yes,no,Travel,Work,gentle,work,hard worker,no,Doctor
76,10,7,1,2,3,yes,no,AutoCAD Certification,no,Fieldwork,medium,medium,Physics and Mechanics,Product Engineer,job,yes,yes,Action and Adventure,salary,stubborn,salary,smart worker,no,Engineer
77,11,8,1,7,6,no,yes,Certified SolidWorks Associate (CSWA),yes,OfficeBased,poor,poor,Physics and Mechanics,Artificial Intelligence and Machine Learning,higherstudies,no,no,Anthology,Work,gentle,salary,smart worker,yes,Engineer
73,12,4,3,5,4,no,yes,Certificate in Legal Studies,no,Fieldwork,medium,medium,Legal Research and Writing,Litigation,higherstudies,no,yes,Diaries,salary,gentle,work,hard worker,no,Lawyer
75,4,4,6,9,5,yes,no,Certified Nursing Assistant (CNA),no,OfficeBased,excellent,poor,Human Anatomy and Physiology,Medical Research,job,yes,yes,Romance,Work,gentle,work,smart worker,no,Doctor
85,9,8,6,8,9,yes,no,Teaching Certificate/License,no,OfficeBased,poor,medium,Curriculum Development and Instructional Design,Educational Technology Specialist,higherstudies,yes,no,Science fiction,Work,stubborn,salary,hard worker,no,Teacher
63,6,6,0,3,1,yes,yes,Diploma in Pharmaceutical Sciences,no,Fieldwork,excellent,poor,Pharmacology,Clinical Pharmacy,higherstudies,no,no,History,Work,stubborn,work,smart worker,yes,Pharmacy
85,12,9,2,8,3,no,no,Coursera: Introduction to Research Methods,yes,OfficeBased,excellent,excellent,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,yes,Satire,Work,gentle,salary,hard worker,no,Scientist
